CBG ID,snow depth,% below poverty,% civilian unemployed,% capita income,% no high school,% 65 older,% 17 younger,% household disability,% single parent household,% minority,% not well english,% multi unit,% mobile homes,% crowding,% no vehicle,% group quarters,historical requests,neighbor historical request,Lon,Lat,311_requests
3.60E+11,279.3547867,0.153184165,0.194508009,19691,0.190551181,0.055938038,0.453528399,0.126649077,0.604696673,0.378657487,0.005988024,0,0,0.042216359,0.155672823,0.005163511,0.116179002,0.333303276,330059,317407,15.49053356
3.60E+11,286.1184393,0.114961961,0.121621622,20756,0.053811659,0.163989856,0.38715131,0.384792627,0.956228956,0.335587489,0,0,0,0.069124424,0.225806452,0,0.088757396,0.115862317,329995,315710,15.21555368
3.60E+11,161.1700367,0.19414744,0.086486486,36403,0.070871722,0.064737616,0.245218244,0.168057211,0.34375,0.276115743,0,0.015075377,0,0.019070322,0.226460072,0.004413928,0.111819519,0.203758636,325357,324741,8.827856793
3.60E+11,175.6003253,0.663636364,0.194805195,18258,0.299107143,0.148484848,0.012121212,0.674157303,0,1,0,0,0,0,0.775280899,0,0.348484848,0.190664005,330231,324144,51.51515152
3.60E+11,251.3879604,0.180043384,0,25914,0.081012658,0.119305857,0.125813449,0.376811594,0.637931034,0.260303688,0,0,0,0,0.134057971,0,0.295010846,0.230348077,330465,319620,34.70715835
3.60E+11,210.9752646,0.793548387,0.049586777,8503,0.40569395,0.1617357,0.42209073,0.293193717,0.261627907,0.950690335,0.144086022,0,0,0,0.303664921,0,0.25443787,0.197623205,330930,322879,33.53057199
3.60E+11,203.2355938,0.288848263,0.247311828,24182,0.163814181,0.323583181,0.219378428,0.245059289,0.148514851,0.992687386,0.011650485,0.055172414,0,0,0.482213439,0.018281536,0.180987203,0.177633935,329775,322786,31.0786106
3.60E+11,176.5303098,0.249635036,0,40951,0.017175573,0.081751825,0.16350365,0.380630631,0.455357143,0.255474453,0.04400607,0.508264463,0,0,0.308558559,0.01459854,0.309489051,0.216594288,325893,322215,26.27737226
3.60E+11,151.8686052,0.466592428,0.130563798,10327,0.068571429,0.016703786,0.521158129,0.218518519,0.43872549,0.877505568,0.033169533,0,0,0.162962963,0.174074074,0,0.059020045,0.160839243,331890,326886,17.81737194
3.60E+11,302.1654016,0.169237962,0.072131148,31125,0.068711656,0.124357176,0.205236092,0.215946844,0.246153846,0.203833567,0,0.011827957,0,0,0.03654485,0.032725573,0.082748948,0.12713068,331041,316291,7.947639084
3.60E+11,150.2210381,0,0.092592593,30884,0.146226415,0.105802048,0.180887372,0.071823204,1,0.802047782,0,0,0,0,0,0,0.365187713,0.17161439,331477,327133,54.60750853
3.60E+11,167.0590669,0,0,72700,0,0.246478873,0.122065728,0.204724409,0.653846154,0.084507042,0,0,0,0,0,0,0.129107981,0.133938021,329069,327518,37.55868545
3.60E+11,157.3716258,0.151414309,0.057692308,41147,0.039130435,0.212978369,0,0.042959427,0,0.387687188,0,0,0,0,0.22673031,0,0.161397671,0.119548169,327123,328498,29.95008319
3.60E+11,143.7878052,0.145135566,0,35943,0.014204545,0.130781499,0.371610845,0.611538462,0,0.566188198,0,0.099447514,0,0,0.273076923,0,0.192982456,0.120630958,324141,326654,25.51834131
3.60E+11,162.1379362,0.436090226,0.086614173,20774,0.147448015,0.193984962,0.17443609,0.267857143,0,0.956390977,0.272141707,0,0,0,0.325,0,0.230075188,0.189355925,329039,325440,24.06015038
3.60E+11,298.0725009,0.147147147,0.025062657,24233,0.113924051,0.225373134,0.125373134,0.496621622,0.1625,0.343283582,0,0,0,0,0,0.007462687,0.097014925,0.137625121,329991,314960,23.88059701
3.60E+11,299.9051969,0.021008403,0.098591549,41930,0.120980092,0.338440111,0.08913649,0.26645768,1,0.034818942,0,0,0,0,0.065830721,0.005571031,0.183844011,0.119501192,330794,314688,22.28412256
3.60E+11,237.9161072,0.366300366,0,20474,0.304597701,0.201465201,0.22954823,0.378723404,0.265306122,0.431013431,0.046113307,0,0,0.09787234,0.187234043,0.006105006,0.189255189,0.209028058,328880,319934,20.75702076
3.60E+11,163.7515868,0.227923628,0.058,46630,0.059334298,0.116113744,0.117298578,0.158362989,0.14893617,0.328199052,0.053884712,0.276422764,0,0,0.199288256,0.014218009,0.204976303,0.140551234,326432,327352,18.95734597
3.60E+11,184.023202,0.119815668,0.002364066,81451,0.146341463,0.126728111,0.286866359,0.498607242,0.785046729,1,0,0,0,0,0.298050139,0,0.120967742,0.162632815,328933,323969,18.43317972
3.60E+11,179.0483,0.301549464,0.117647059,34549,0.113752122,0.250572082,0.187643021,0.433168317,0.8,0.411899314,0,0.514563107,0,0.01980198,0.235148515,0.040045767,0.155606407,0.142248404,327014,324131,18.30663616
3.60E+11,168.5482001,0.143812709,0.023706897,29451,0.176197836,0.154960981,0.220735786,0.123752495,0.621212121,0.353400223,0,0.327868852,0,0,0.153692615,0.011148272,0.198439242,0.130026338,326347,326748,17.83723523
3.60E+11,156.3803467,0.031982942,0.085139319,42130,0.214814815,0.173773987,0.070362473,0.257019438,0.166666667,0.219616205,0,0,0,0,0,0.046908316,0.141791045,0.142611434,329331,327928,17.0575693
3.60E+11,157.4974358,0.553014553,0.057416268,21623,0.121597096,0.108108108,0.303534304,0.287804878,0.279850746,0.681912682,0,0.285132383,0,0,0.358536585,0,0.042619543,0.125409865,327021,328255,14.55301455
3.60E+11,189.9255231,0.177598385,0,72405,0.07117853,0.047426842,0.100908174,0.109589041,0,0.14530777,0,0.237547893,0,0.018835616,0.188356164,0,0.187689203,0.223064356,326103,322015,16.14530777
3.60E+11,237.9821903,0.331692913,0.075949367,20717,0.10373444,0.143700787,0.220472441,0.577830189,0.256830601,0.288385827,0.01572327,0.025896414,0,0.113207547,0.205188679,0,0.102362205,0.153690531,331747,321482,15.7480315
3.60E+11,168.7760814,0.099250936,0.025044723,26594,0.121765601,0.18071161,0.22752809,0.559322034,0.651982379,0.97752809,0.018072289,0,0,0,0.01937046,0.003745318,0.119850187,0.123186451,331777,326407,14.98127341
3.60E+11,166.9890211,0.088724584,0.072434608,40809,0.09984639,0.092916283,0.321987121,0.065420561,0.242957746,0.256669733,0,0,0,0,0,0.004599816,0.166513339,0.174600155,329133,327232,14.71941122
3.60E+11,174.9131934,0.125822368,0.037546934,44871,0.007658643,0.123355263,0.186677632,0.162046908,0.259911894,0.076480263,0,0,0.041420118,0.049040512,0.017057569,0.022203947,0.125822368,0.156480815,328399,326638,13.15789474
3.60E+11,280.684287,0.099607843,0.009950249,34223,0.040899796,0.120784314,0.105098039,0.161993769,0.104651163,0.285490196,0,0.091559371,0,0,0.200934579,0.010196078,0.079215686,0.134521451,330021,316242,12.54901961
3.60E+11,138.1201504,0.057004245,0.076013514,18138,0.162790698,0.047907823,0.405093996,0.187096774,0.634390651,0.707095209,0.005832793,0,0,0,0.098924731,0.002425713,0.129169193,0.160404994,324188,327820,10.30927835
3.60E+11,189.6994543,0.07771261,0.08677686,15292,0.229398664,0.183284457,0.278592375,0.452261307,0.110526316,0.976539589,0.214506173,0.046413502,0,0.115577889,0.381909548,0,0.137829912,0.198227323,330797,323419,20.52785924
3.60E+11,251.5657167,0.549132948,0.472222222,13414,0.140243902,0.098265896,0.271676301,0.712280702,0.722222222,0.306358382,0.008941878,0,0.026706231,0,0.456140351,0,0.215317919,0.204944398,329175,319198,18.78612717
3.60E+11,298.355553,0.486966825,0.194174757,17322,0,0.1492891,0.252369668,0.142857143,0.408163265,0.340047393,0,0,0,0.108294931,0.290322581,0,0.119668246,0.13524209,331200,317228,17.77251185
3.60E+11,215.7522261,0.147887324,0.116972477,19773,0.394383394,0.230633803,0.272887324,0.798342541,0,0.493838028,0.316231343,0,0,0,0.016574586,0,0.070422535,0.182677386,329765,321903,13.20422535
3.60E+11,304.8057342,0.058095238,0,41508,0.037037037,0.326939843,0.063644289,0.170689655,0.523076923,0.034001744,0.003626473,0.013953488,0,0,0.179310345,0.084568439,0.0418483,0.130385607,331470,314892,6.974716652
3.60E+11,177.1814957,0.225508318,0.020380435,23314,0.013257576,0,0.019955654,0.052631579,0,0.39985218,0,0.255434783,0,0,0.176470588,0.60014782,0.094604582,0.117472129,327048,324515,11.0864745
3.60E+11,161.7661957,0.010943912,0,45702,0.045492839,0.090971272,0.154582763,0.056463596,0.5,0.384404925,0,0.024745269,0,0,0.020802377,0.000683995,0.106019152,0.121225749,327581,327989,10.94391245
3.60E+11,162.7856246,0.071284465,0.093160377,85054,0,0.133600534,0.287909152,0.176271186,0,0.19505678,0,0.3727422,0,0,0.110169492,0,0.09752839,0.14199323,326409,324267,10.02004008
3.60E+11,181.4063621,0.172982885,0.009776536,43497,0.060878244,0.144865526,0.303789731,0.232771822,0.162977867,0.135696822,0,0.206794682,0,0.018376723,0.134762634,0.004889976,0.09596577,0.155774699,328502,327250,9.168704156
3.60E+11,214.467423,0.339366516,0,13327,0.477011494,0.285067873,0.180995475,0.253424658,0,0.972850679,0,0.518404908,0,0,0.623287671,0,0.416289593,0.198779536,327426,320631,63.34841629
3.60E+11,221.0503539,0.068877551,0.078512397,37267,0.08852459,0.232142857,0.102040816,0.372972973,1,0.829081633,0.015584416,0,0,0,0.172972973,0,0.227040816,0.22008696,328195,320504,40.81632653
3.60E+11,169.9086729,0.183168317,0.086092715,73436,0.031690141,0.183168317,0.059405941,0.182186235,0.291666667,0.131188119,0,0.033707865,0,0,0.036437247,0,0.282178218,0.164414315,326404,324892,34.65346535
3.60E+11,289.5207568,0.041067762,0,36338,0.014457831,0.316221766,0.147843943,0.477876106,0.152777778,0.006160164,0,0,0,0,0.044247788,0,0.137577002,0.167323252,330622,317277,28.74743326
3.60E+11,157.017598,0.315508021,0,26164,0.0968523,0.185383244,0.126559715,0.117346939,1,0.278074866,0,0.048780488,0,0.066326531,0.020408163,0.01426025,0.165775401,0.126426916,326493,328003,24.95543672
3.60E+11,213.0677353,0.542016807,0.180952381,9447,0.137767221,0.176066025,0.301237964,0.666666667,0,0.878954608,0.00798722,0,0,0,0.465753425,0.119669876,0.140302613,0.197504545,331226,322901,19.25722146
3.60E+11,165.6529162,0.250340136,0.023489933,28347,0.174664107,0.219047619,0.246258503,0.254681648,0.407692308,1,0.066255778,0,0,0.041198502,0.314606742,0,0.145578231,0.149354514,330990,326370,19.04761905
3.60E+11,192.9496011,0.175990676,0.25862069,18331,0.280163599,0.062937063,0.233100233,0.176678445,0.191860465,1,0.01547619,0,0,0,0.243816254,0,0.108391608,0.152579664,332117,323956,18.64801865
3.60E+11,157.0791841,0.770715096,0.047058824,7710,0.189368771,0.077185017,0.561861521,0.54,1,0.989784336,0.02247191,0,0,0,0.46,0,0.103291714,0.144668191,330534,325976,14.75595914
3.60E+11,174.8007164,0.083945435,0.027826087,63309,0.006006006,0.157397692,0.220356768,0.187347932,0,0.053515215,0,0,0,0,0.04136253,0.010493179,0.149003148,0.125143846,326410,325383,14.69045121
3.60E+11,183.429,0.250489237,0,18393,0.2984375,0.090019569,0.338551859,0.346749226,0.526011561,0.721135029,0.185068349,0,0,0.086687307,0.179566563,0.000978474,0.111545988,0.201714746,325093,323410,13.69863014
3.60E+11,163.6509647,0.046812749,0,66362,0.050285714,0.23591213,0.074498567,0.194899818,0.142857143,0.221585482,0.00589391,0.055846422,0,0,0.058287796,0.041069723,0.149952245,0.154325092,326359,324583,12.41642789
3.60E+11,143.7352372,0.412143514,0.186046512,12034,0.11682243,0.014719411,0.234590616,0.322115385,1,0.436062557,0.062811565,0.045673077,0,0,0.53125,0,0.093836247,0.13349707,324038,326311,12.87948482
3.60E+11,161.1508752,0.441150045,0,28596,0.177288528,0.035040431,0.208445642,0.576763485,1,0.637915544,0,0.103915663,0,0,0.502074689,0.010781671,0.140161725,0.19739395,325025,324226,12.57861635
3.60E+11,170.6973132,0.270951481,0.063235294,21396,0.247630332,0.058601134,0.420289855,0.344294004,0.457286432,0.763705104,0.116511794,0,0,0.152804642,0.361702128,0,0.076874606,0.142734498,324559,323381,9.451795841
3.60E+11,160.3153057,0.481624758,0.191780822,14636,0,0.119922631,0.352030948,0.468965517,0.657657658,1,0,0,0,0,0.562068966,0,0.20696325,0.16848132,331004,325528,25.1450677
3.60E+11,165.1820344,0.052730697,0.141221374,40736,0.01216545,0.248587571,0.141242938,0.176282051,0.08,0.024482109,0,0.008823529,0,0,0.105769231,0,0.222222222,0.184291501,325411,324086,24.48210923
3.60E+11,238.131194,0.34109817,0.061696658,21443,0.296127563,0.098169717,0.231281198,0.28959276,1,0.116472546,0,0,0.062091503,0,0.226244344,0,0.264559068,0.190273744,331314,321364,21.63061564
3.60E+11,140.4576827,0.798722045,0,8725,0.248201439,0.039936102,0.47284345,0.391304348,1,0.931309904,0.308394161,0.359183673,0,0.104347826,0.817391304,0,0.154952077,0.132396174,324394,327704,19.16932907
3.60E+11,190.027913,0.073834197,0.149350649,22806,0.109589041,0.159326425,0.243523316,0.489270386,0.520231214,0.983160622,0,0.054862843,0,0.042918455,0.08583691,0,0.260362694,0.177111852,328290,323572,19.43005181
3.60E+11,156.6201693,0.538167939,0.155963303,20461,0.330808081,0.039440204,0.292620865,0.1,1,0.683206107,0,0.212765957,0,0,0.24,0,0.138676845,0.151036284,323953,325186,16.5394402
3.60E+11,137.8617628,0.432938856,0,12744,0.478688525,0.024654832,0.194280079,0.295890411,0.792592593,0.695266272,0.074594595,0,0,0,0.197260274,0,0.118343195,0.148448452,323882,327354,12.82051282
3.60E+11,177.2126359,0.277244987,0,72316,0.069736842,0.204010462,0.211857018,0.308910891,0.111888112,0.096774194,0,0.131238447,0.140480591,0,0.027722772,0.006974717,0.087183958,0.130543181,327614,326835,11.33391456
3.60E+11,172.0119739,0.020853081,0.050724638,27940,0.108910891,0.090452261,0.280569514,0.233944954,0.406153846,0.61641541,0.0639481,0,0,0,0.220183486,0.119765494,0.115577889,0.119172347,324546,322601,10.88777219
3.60E+11,142.0076361,0.325816485,0.162337662,15436,0.295302013,0.166407465,0.379471229,0.595197256,0.945626478,0.958786936,0.003246753,0.377990431,0,0.010291595,0.370497427,0,0.079315708,0.161688017,329767,326285,10.1088647
3.60E+11,162.9678831,0.491628615,0.079002079,28248,0.130584192,0.086494689,0.314871017,0.3974122,0.85971223,0.541729894,0.011111111,0,0,0,0.219963031,0.008345979,0.074355083,0.133332587,326908,327782,9.863429439
3.60E+11,154.6667149,0.464958553,0.05399568,14444,0.166416792,0.070836473,0.407686511,0.202672606,0.276169265,0.59080633,0.065587045,0,0,0,0.236080178,0,0.118311982,0.204850872,324928,325062,9.796533534
3.60E+11,170.214,0.054922974,0.009990917,52254,0,0.087073007,0.069658406,0.094052559,0.326923077,0.168117883,0,0.028121485,0,0,0.048409405,0,0.120562626,0.187932902,325810,323595,8.707300737
3.60E+11,209.7544353,0.518207283,0,8934,0.676470588,0.526610644,0.210084034,0.829411765,1,0.879551821,0.205787781,0.199029126,0,0.005882353,0.758823529,0.028011204,0.260504202,0.167605616,328963,322146,33.61344538
3.60E+11,158.893312,0.228873239,0.054054054,26053,0.103703704,0.065140845,0.25528169,0.150470219,1,0.306338028,0.015122873,0.042505593,0,0.037617555,0.429467085,0,0.288732394,0.180129983,324982,324761,24.64788732
3.60E+11,310.2980689,0.010221465,0.050209205,57467,0.017948718,0.260647359,0.31516184,0.125,0.254054054,0.115843271,0,0,0,0,0,0,0.110732538,0.1195885,331856,315465,18.73935264
3.60E+11,155.5356674,0.278145695,0.01179941,31078,0.130750605,0.188741722,0.07781457,0.1886121,0.191489362,0.387417219,0.014900662,0,0,0,0.359430605,0,0.152317881,0.149529454,329646,328414,19.86754967
3.60E+11,193.1988771,0.429042904,0.119760479,26021,0.221461187,0.087458746,0.143564356,0.123376623,0.747126437,0.737623762,0.325663717,0.255319149,0,0,0.334415584,0,0.156765677,0.215799483,325631,321419,19.8019802
3.60E+11,191.2017732,0.424290221,0.137809187,15285,0.335748792,0.154574132,0.285488959,0.515021459,0.234939759,0.695583596,0,0,0,0,0.60944206,0,0.203470032,0.170635933,328176,323119,18.92744479
3.60E+11,156.0165965,0.200612557,0.109414758,27371,0.057934509,0.050535988,0.300153139,0.222222222,0.31122449,0.477794793,0,0.159744409,0,0.072916667,0.322916667,0.009188361,0.182235835,0.196816073,328991,326373,18.37672282
3.60E+11,221.119421,0.46996997,0.286764706,18598,0.1678487,0.100600601,0.364864865,0.279693487,0.443514644,0.951951952,0.106145251,0.052777778,0,0,0.540229885,0,0.130630631,0.208981875,328348,320922,18.01801802
3.60E+11,296.8843434,0.190130624,0.044117647,55035,0,0.233671988,0.088534107,0,0,0,0,0,0,0.024937656,0.117206983,0,0.155297533,0.119661104,330809,314976,15.96516691
3.60E+11,164.9135621,0.07615894,0,33275,0.056603774,0.097701149,0.221264368,0.303249097,0.142857143,0.58045977,0.004643963,0.111111111,0,0.198555957,0.144404332,0.165229885,0.140804598,0.135638247,328565,325523,18.67816092
3.60E+11,169.857,0.023160763,0.075247525,54436,0,0.187837838,0.160810811,0.125714286,0.230088496,0.233783784,0,0,0,0,0,0,0.174324324,0.161829219,328661,326247,16.21621622
3.60E+11,201.55513,0.554497354,0.143979058,23959,0.281869688,0.250790306,0.144362487,0.474683544,0.649635036,0.849315068,0,0.488924051,0,0,0.555379747,0.023182297,0.071654373,0.168863248,326906,321544,12.64488936
3.60E+11,178.2527423,0.614035088,0,18036,0.280412371,0.100103199,0.367389061,0.174940898,0.930379747,0.702786378,0.183486239,0.387337058,0,0,0.661938534,0,0.104231166,0.098883551,324154,322186,12.38390093
3.60E+11,166.1513448,0.785507246,0.002597403,15642,0.474418605,0.041545894,0.503381643,0.429708223,0.685220729,0.663768116,0.14941302,0.023752969,0,0.074270557,0.188328912,0,0.216425121,0.19687269,324825,324212,9.661835749
3.60E+11,171.384027,0.086206897,0.015988372,53398,0.068891281,0.17876588,0.112522686,0.108829569,0.177419355,0.117967332,0,0.034482759,0,0,0.028747433,0.003629764,0.16061706,0.114213997,328062,327372,10.8892922
3.60E+11,171.2756644,0.169856459,0.051118211,46850,0.035317201,0.066985646,0.059808612,0.261558785,0,0.197966507,0.010836845,0.401451028,0,0,0.22985469,0,0.074760766,0.156630064,325860,323095,7.775119617
3.60E+11,161.2171859,0.120805369,0,71803,0,0.120805369,0.070469799,0.17218543,1,0.197986577,0.067114094,0.264900662,0,0,0.264900662,0,0.469798658,0.193410376,325450,325095,36.91275168
3.60E+11,190.2301054,0.040345821,0,45621,0.151975684,0.126801153,0.051873199,0.035211268,1,0.636887608,0.027355623,0.140992167,0,0,0.281690141,0.031700288,0.262247839,0.157939744,327394,322179,31.70028818
3.60E+11,171.2011694,0.492592593,0,75020,0.462121212,0.22962963,0.238888889,0.652173913,0.15503876,0.583333333,0.150627615,0.244582043,0,0,0.56187291,0,0.177777778,0.109055278,324721,323009,20.37037037
3.60E+11,254.3098963,0.216513761,0.16838488,28005,0.114197531,0.089500861,0.282271945,0.397379913,0.551724138,0.666092943,0,0.062745098,0,0,0.174672489,0,0.180722892,0.219409601,331400,320565,24.09638554
3.60E+11,163.1766987,0.066546763,0.051587302,45205,0.065705128,0.222222222,0.041847042,0.029032258,0.448275862,0.141414141,0,0.174193548,0,0.012903226,0.116129032,0.197691198,0.108225108,0.101989832,326301,323461,17.31601732
3.60E+11,175.0818478,0.167755991,0.057755776,47262,0,0.065359477,0.227668845,0.148883375,0.688995215,0.416122004,0.032722513,0.193548387,0,0.037220844,0.074441687,0.01416122,0.203703704,0.142547274,325887,324093,11.98257081
3.60E+11,191.8393236,0.32261522,0.206,24580,0.113798009,0.058885384,0.213459516,0.364361702,0.654054054,0.76340694,0.100552486,0.124378109,0,0.058510638,0.119680851,0.036803365,0.124079916,0.153568229,325380,321541,12.61829653
3.60E+11,153.0675393,0.529980658,0,19392,0,0.032882012,0.099613153,0.197368421,0.831578947,0.502901354,0,0,0,0,0.218421053,0,0.159574468,0.125399068,330025,327952,11.60541586
3.60E+11,154.7358805,0.333776596,0,28018,0.032597266,0.049039099,0.089463221,0.168443497,0.930693069,0.423459245,0,0,0,0,0.217484009,0.003313453,0.055666004,0.12733735,329736,328161,7.289595759
3.60E+11,146.5748408,0.22783979,0.079522863,17240,0.112849162,0.084044649,0.363755745,0.34416826,0.380252101,0.810242942,0.043055556,0.196747967,0,0,0.187380497,0,0.057780696,0.13643488,324902,327394,7.222586999
3.60E+11,210.6729278,0.176470588,0.32,20400,0.218934911,0.073529412,0.294117647,0.259259259,1,0.944852941,0,0,0,0,0.324074074,0,0.253676471,0.207277289,330594,322835,40.44117647
3.60E+11,165.5979173,0.177130045,0.01384083,30290,0,0.235426009,0.096412556,0.073578595,0,0.219730942,0.004587156,0,0,0,0.193979933,0,0.206278027,0.207169616,325216,324082,22.42152466
3.60E+11,306.4468312,0.066549912,0,51605,0.03286385,0.129597198,0.210157618,0.032258065,0,0.04028021,0,0.048387097,0,0,0,0,0.145359019,0.110502422,331452,315829,19.26444834
3.60E+11,150.6906358,0.299657534,0,16933,0.066298343,0.155821918,0.272260274,0.041152263,0.264150943,0.511986301,0,0,0,0,0.267489712,0.011986301,0.202054795,0.12695839,331828,327365,18.83561644
3.60E+11,206.9568392,0.343799058,0,93273,0.190705128,0.183673469,0.014128728,0.246511628,1,0.510204082,0.100318471,0.83030303,0,0,0.325581395,0.150706436,0.20722135,0.245448249,326402,321107,15.69858713
3.60E+11,166.6820497,0.073667712,0,24276,0.416901408,0.086206897,0.39184953,0.269230769,0,0.536050157,0.035897436,0,0,0.096153846,0.278846154,0,0.205329154,0.189085029,324691,324705,15.67398119
3.60E+11,242.765666,0.463448276,0.060240964,25611,0.160849772,0.191724138,0.060689655,0.487571702,0.842105263,0.042758621,0.008344924,0.189141856,0,0,0.479923518,0,0.212413793,0.153222672,327135,318397,13.79310345
3.60E+11,304.4676168,0.031887755,0,47948,0.015280136,0.230867347,0.169642857,0.174698795,0.135338346,0.035714286,0,0,0,0,0.090361446,0.011479592,0.103316327,0.104165985,331393,315486,11.47959184
3.60E+11,173.2669038,0.078145695,0.025817556,57743,0,0.085750315,0.151324086,0.261146497,0.313043478,0.292559899,0.024064171,0,0,0,0.031847134,0.041614124,0.124842371,0.115291452,327885,326025,12.61034048
3.60E+11,305.1317446,0.213375796,0.062622309,33456,0.121538462,0.167550371,0.16330859,0.323353293,0.444444444,0.130434783,0.023758099,0.105263158,0,0,0.119760479,0.073170732,0.125132556,0.121780192,331933,316114,11.66489926
3.60E+11,169.4453416,0.065934066,0.029891304,38452,0,0.073926074,0.210789211,0.212669683,0.274881517,0.244755245,0.021226415,0.101626016,0.036585366,0,0,0,0.165834166,0.193811241,325863,324996,9.99000999
3.60E+11,178.5836132,0.220149254,0.042622951,18088,0.57204611,0.021455224,0.297574627,0.150837989,0.392996109,0.742537313,0.297504798,0.019851117,0,0.055865922,0.156424581,0,0.059701493,0.113051106,324965,323125,9.328358209
3.60E+11,179.9201693,0.451038576,0.260869565,21019,0.106666667,0.06231454,0.275964392,0.270114943,0.806451613,0.65578635,0.21474359,0.193650794,0,0,0.408045977,0,0.24925816,0.213239309,325430,323685,26.70623145
3.60E+11,174.5979793,0.601147776,0.020325203,12966,0.494871795,0.071736011,0.304160689,0.395604396,0,0.7517934,0.220930233,0,0,0.258241758,0.230769231,0.035868006,0.220946915,0.184906571,324761,323710,12.91248207
3.60E+11,167.7019044,0.256373938,0.032258065,47394,0.101769912,0.315436242,0.02147651,0.286956522,1,0.377181208,0,0.513761468,0,0.030434783,0.539130435,0.084563758,0.073825503,0.133863947,326799,323583,13.42281879
3.60E+11,170.2432788,0.2268431,0.02484472,20522,0.299829642,0.073724008,0.351606805,0.128205128,0.568627451,0.54536862,0.026041667,0.05483871,0,0,0.252747253,0.031190926,0.109640832,0.199764179,324609,324114,8.506616257
3.60E+11,144.6206291,0.529668412,0.090909091,55356,0.194690265,0.177137871,0.157068063,0.512269939,1,0.70069808,0.026809651,0.570833333,0,0.087423313,0.549079755,0.006108202,0.108202443,0.133697874,323777,326140,7.853403141
3.60E+11,170.9646869,0.097243492,0,78219,0.053182214,0.13419257,0.13040182,0.3184,0,0.148597422,0,0.390602056,0,0,0.1808,0.030326005,0.076573161,0.081138579,326249,323011,6.06520091
3.60E+11,177.696857,0.277886497,0.040194884,18750,0,0.04871955,0.099937539,0.262295082,1,0.54091193,0.003203075,0,0,0,0.128415301,0.3766396,0.069331668,0.130560191,328059,324805,4.996876952
3.60E+11,172.5561668,0.669451697,0.223931624,8767,0.214527027,0.041775457,0.363446475,0.588495575,0.730829421,0.93002611,0.006097561,0.055045872,0,0,0.547566372,0.029765013,0.022454308,0.128643258,332023,325559,4.699738903
3.60E+11,190.2607582,0.229299363,0,40398,0.030701754,0.054140127,0,0.042372881,0,0.197452229,0,0.101190476,0,0,0.190677966,0,0.168789809,0.174482992,325269,321943,25.47770701
3.60E+11,150.5725043,0.051383399,0,38637,0,0.304347826,0.113306983,0.207756233,1,0.363636364,0,0,0,0,0.08033241,0,0.089591568,0.122388824,332229,327221,10.54018445
3.60E+11,176.643,0.065491184,0.034220532,49491,0.039246468,0.137376238,0.131188119,0.168674699,0.346153846,0.15470297,0,0.263403263,0,0,0.026506024,0,0.143564356,0.163416853,325846,324574,11.13861386
3.60E+11,207.9716213,0.448609432,0.179039301,17066,0.076923077,0.160822249,0.174123337,0.368737475,1,1,0,0,0,0,0.412825651,0,0.107617896,0.174761262,328676,321986,10.88270859
3.60E+11,174.648469,0.329749104,0.14380531,28166,0.131818182,0.086021505,0.227001195,0.333333333,0.547368421,0.572281959,0.040100251,0.046997389,0,0.054347826,0.278985507,0,0.126642772,0.162258501,325139,322155,9.557945042
3.60E+11,175.3354992,0.473684211,0.112195122,11708,0.142307692,0.078612717,0.005780347,0.349206349,0,0.485549133,0,0.783653846,0,0,0.64021164,0.739884393,0.095953757,0.136077482,327436,325449,9.248554913
3.60E+11,311.214,0,0.027322404,36523,0,0.158075601,0.265750286,0.124183007,0.125925926,0.111111111,0,0,0,0,0.019607843,0,0.113402062,0.112797898,331953,315123,9.163802978
3.60E+11,220.2988952,0.362134689,0.03515625,17574,0.112804878,0.149936468,0.342439644,0.44042838,0.415254237,0.953621347,0.064888248,0.299101412,0,0.081659973,0.560910308,0.020330368,0.057814485,0.174254047,327102,320202,5.082592122
3.60E+11,137.3770587,0.289237668,0.037433155,16193,0.288088643,0.052729298,0.375789083,0.617177914,0.356926188,0.718158188,0.152073733,0.030989273,0,0,0.309202454,0.001856665,0.046787969,0.145955726,324257,328537,2.970664686
3.60E+11,312.4984243,0.073746313,0,37706,0.140468227,0.262536873,0.088495575,0.275,0,0.07079646,0,0,0,0,0,0.050147493,0.194690265,0.116646876,331914,314718,23.59882006
3.60E+11,212.771417,0.104438642,0,53319,0.017094017,0.464751958,0.036553525,0.03539823,1,0.971279373,0,0,0,0,0.17699115,0.028720627,0.138381201,0.244022653,327403,320966,18.2767624
3.60E+11,155.3526891,0.20609319,0.034946237,30589,0.137019231,0.14516129,0.23297491,0.164556962,1,0.311827957,0,0,0,0,0.186708861,0,0.111111111,0.129190095,325556,327611,12.54480287
3.60E+11,145.7531435,0.088669951,0.095419847,27145,0.154661017,0.285714286,0.177339901,0.476190476,0,0.500821018,0.018062397,0,0,0,0.04029304,0,0.185550082,0.105826291,325199,328054,11.49425287
3.60E+11,177.9843933,0.144890039,0.038961039,28549,0.042047532,0.172056921,0.243208279,0.367601246,0.281914894,0.287192755,0.014354067,0,0,0,0.018691589,0,0.08538163,0.13595099,327244,327141,9.055627426
3.60E+11,171.5307051,0,0.025518341,60958,0.026011561,0.121076233,0.182735426,0.082089552,0.202453988,0.054932735,0,0.14893617,0,0,0.029850746,0,0.117713004,0.136701333,328303,326001,7.847533632
